mpg,stk,year,spawn_tot,spawn_nat,rec3,rec4,rec5,rec6,rec,harvest,recspn,recspn3,recspn4,recspn5
South Fork Salmon,South Fork Salmon River Mainstem,1989,501,435,7.683,326.692,275.617,0,609.992,0.02,1.217548902,0.015335329,0.65207984,0.550133733
South Fork Salmon,South Fork Salmon River Mainstem,1990,891,734,18.285,88.447,45.51,0,152.242,0.01,0.170866442,0.020521886,0.099267116,0.051077441
South Fork Salmon,South Fork Salmon River Mainstem,1991,907,816,2.936,66.051,66.368,0,135.355,0.03,0.149233738,0.003237045,0.072823594,0.073173098
South Fork Salmon,South Fork Salmon River Mainstem,1992,1582,591,11.439,192.032,140.832,4.865,349.168,0.03,0.220713021,0.007230721,0.121385588,0.089021492
South Fork Salmon,South Fork Salmon River Mainstem,1993,2169,1219,13.6,291.168,252.285,7.76,564.813,0.01,0.26040249,0.006270171,0.134240664,0.11631397
South Fork Salmon,South Fork Salmon River Mainstem,1994,552,367,0,407.965,39.77,0,447.735,0.02,0.81111413,0,0.739067029,0.072047101
South Fork Salmon,South Fork Salmon River Mainstem,1995,224,123,29.885,421.465,219.24,0,670.59,0.02,2.993705357,0.133415179,1.881540179,0.97875
South Fork Salmon,South Fork Salmon River Mainstem,1996,367,272,16.005,316.68,49.2,0,381.885,0.01,1.040558583,0.043610354,0.862888283,0.134059946
South Fork Salmon,South Fork Salmon River Mainstem,1997,1256,432,73.08,934.8,294.705,41.331,1343.916,0.01,1.069996815,0.058184713,0.744267516,0.234637739
South Fork Salmon,South Fork Salmon River Mainstem,1998,1194,695,0,590.295,1428.615,0,2018.91,0.03,1.690879397,0,0.494384422,1.196494975
South Fork Salmon,South Fork Salmon River Mainstem,1999,639,485,0,327.054,295.8,0,622.854,0.06,0.974732394,0,0.511821596,0.462910798
South Fork Salmon,South Fork Salmon River Mainstem,2000,1307,609,0,556.8,275.5,5.652,837.952,0,0.641126243,0,0.426013772,0.210788064
South Fork Salmon,South Fork Salmon River Mainstem,2001,1568,984,17.4,220.4,136.276,20.832,394.908,0.02,0.251854592,0.011096939,0.140561224,0.086910714
South Fork Salmon,South Fork Salmon River Mainstem,2002,1392,885,55.1,486.072,288.288,0,829.46,0.02,0.595876437,0.039583333,0.349189655,0.207103448
South Fork Salmon,South Fork Salmon River Mainstem,2003,2464,1797,0,295.008,164.458,0,459.466,0.02,0.186471591,0,0.119727273,0.066744318
South Fork Salmon,South Fork Salmon River Mainstem,2004,1231,870,68.544,478.863,223.376,0,770.783,0.02,0.626143786,0.05568156,0.389003249,0.181458976
South Fork Salmon,South Fork Salmon River Mainstem,2005,900,551,47.679,357.523,179.04,27.594,611.836,0.02,0.679817778,0.052976667,0.397247778,0.198933333
South Fork Salmon,South Fork Salmon River Mainstem,2006,1408,628,25.494,1298.04,944.766,0,2268.3,0.02,1.611008523,0.018106534,0.921903409,0.67099858
South Fork Salmon,South Fork Salmon River Mainstem,2007,1015,672,14.92,204.984,435.528,7.157,662.589,0.02,0.652797044,0.014699507,0.20195468,0.429091626
South Fork Salmon,South Fork Salmon River Mainstem,2008,1337,691,136.656,392.472,112.407,0,641.535,0.04,0.479831713,0.10221092,0.293546746,0.084074046
South Fork Salmon,South Fork Salmon River Mainstem,2009,1060,607,0,182.293,57.04,0,239.333,0.02,0.225785849,0,0.171974528,0.053811321
South Fork Salmon,South Fork Salmon River Mainstem,2010,1884,1492,119.143,849.16,65.8,0,1034.103,0.02,0.548886943,0.063239384,0.450721868,0.03492569
South Fork Salmon,South Fork Salmon River Mainstem,2011,1732,1314,13.8,206.283,154.791,0,374.874,0.62,0.216439954,0.007967667,0.119101039,0.089371247
South Fork Salmon,South Fork Salmon River Mainstem,2012,1078,828,56.917,196.209,33.909,0,287.035,0.75,0.266266234,0.052798701,0.182012059,0.031455473
South Fork Salmon,South Fork Salmon River Mainstem,2013,586,421,0,65.659,5.184,NA,70.843,0.69,0.120892491,0,0.112046075,0.008846416
South Fork Salmon,South Fork Salmon River Mainstem,2014,1127,920,27.432,102.816,NA,NA,130.248,0.71,0.115570541,0.024340728,0.091229814,NA
South Fork Salmon,South Fork Salmon River Mainstem,2015,854,329,0,NA,NA,NA,NA,NA,NA,0,NA,NA
South Fork Salmon,South Fork Salmon River Mainstem,2016,1055,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Fork Salmon,South Fork Salmon River Mainstem,2017,415,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Fork Salmon,South Fork Salmon River Mainstem,2018,374,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Fork Salmon,Sulphur Creek,1957,693,693,8.151,181.846,153.5,0,343.497,0.58,0.495666667,0.011761905,0.26240404,0.221500722
Middle Fork Salmon,Sulphur Creek,1958,238,238,25.606,144.597,390.788,0,560.991,0.69,2.357105042,0.107588235,0.60755042,1.641966387
Middle Fork Salmon,Sulphur Creek,1959,182,182,8.903,190.26,102.08,0,301.243,0.71,1.655181319,0.048917582,1.045384615,0.560879121
Middle Fork Salmon,Sulphur Creek,1960,143,143,22.952,67.056,41.262,0,131.27,0.62,0.917972028,0.160503497,0.468923077,0.288545455
Middle Fork Salmon,Sulphur Creek,1961,434,434,6.688,30.888,267.202,0,304.778,0.64,0.702253456,0.015410138,0.071170507,0.615672811
Middle Fork Salmon,Sulphur Creek,1962,307,307,5.85,196.936,290.444,0,493.23,0.49,1.606612378,0.019055375,0.641485342,0.946071661
Middle Fork Salmon,Sulphur Creek,1963,604,604,13.862,107.338,178.294,0,299.494,0.58,0.495850993,0.022950331,0.177711921,0.295188742
Middle Fork Salmon,Sulphur Creek,1964,176,176,53.218,228.006,215.296,0,496.52,0.49,2.821136364,0.302375,1.295488636,1.223272727
Middle Fork Salmon,Sulphur Creek,1965,78,78,72.178,197.2,187.487,0,456.865,0.47,5.85724359,0.925358974,2.528205128,2.403679487
Middle Fork Salmon,Sulphur Creek,1966,478,478,51.968,99.534,106.47,0,257.972,0.49,0.539690377,0.108719665,0.208230126,0.222740586
Middle Fork Salmon,Sulphur Creek,1967,451,451,25.979,75.27,131.689,0,232.938,0.39,0.516492239,0.057603104,0.166895787,0.291993348
Middle Fork Salmon,Sulphur Creek,1968,478,478,13.455,105.16,201.478,0,320.093,0.55,0.669650628,0.028148536,0.22,0.421502092
Middle Fork Salmon,Sulphur Creek,1969,464,464,2.151,59.736,59.186,0,121.073,0.61,0.26093319,0.004635776,0.128741379,0.127556034
Middle Fork Salmon,Sulphur Creek,1970,313,313,0.786,40.905,139.608,0,181.299,0.41,0.579230032,0.002511182,0.130686901,0.446031949
Middle Fork Salmon,Sulphur Creek,1971,195,195,0.909,27.72,29.14,0,57.769,0,0.296251282,0.004661538,0.142153846,0.149435897
Middle Fork Salmon,Sulphur Creek,1972,239,239,0.672,13.912,4.528,0,19.112,0.01,0.079966527,0.002811715,0.058209205,0.018945607
Middle Fork Salmon,Sulphur Creek,1973,262,262,3.948,11.44,195.005,0,210.393,0.36,0.803026718,0.015068702,0.043664122,0.744293893
Middle Fork Salmon,Sulphur Creek,1974,101,101,0.032,19.995,41.35,0,61.377,0.18,0.607693069,0.000316832,0.197970297,0.409405941
Middle Fork Salmon,Sulphur Creek,1975,168,168,0,7.4,3.72,0,11.12,0.04,0.066190476,0,0.044047619,0.022142857
Middle Fork Salmon,Sulphur Creek,1976,47,47,1.25,1.776,8.625,0,11.651,0.03,0.247893617,0.026595745,0.037787234,0.183510638
Middle Fork Salmon,Sulphur Creek,1977,16,16,0.504,14.375,6.2,0,21.079,0.07,1.3174375,0.0315,0.8984375,0.3875
Middle Fork Salmon,Sulphur Creek,1978,215,215,0,2.96,16.12,0,19.08,0.09,0.088744186,0,0.013767442,0.074976744
Middle Fork Salmon,Sulphur Creek,1979,50,50,0.84,7.696,0,0,8.536,0.09,0.17072,0.0168,0.15392,0
Middle Fork Salmon,Sulphur Creek,1980,6,6,2.184,0,19.041,0,21.225,0.1,3.5375,0.364,0,3.1735
Middle Fork Salmon,Sulphur Creek,1981,23,23,0,13.959,133.852,0,147.811,0.07,6.426565217,0,0.606913043,5.819652174
Middle Fork Salmon,Sulphur Creek,1982,10,10,0,76.954,20.831,0,97.785,0.08,9.7785,0,7.6954,2.0831
Middle Fork Salmon,Sulphur Creek,1983,26,26,6.976,16.021,261.792,0,284.789,0.08,10.95342308,0.268307692,0.616192308,10.06892308
Middle Fork Salmon,Sulphur Creek,1984,0,0,0.185,41.208,13.587,0,54.98,0.14,NA,NA,NA,NA
Middle Fork Salmon,Sulphur Creek,1985,33,33,0,7.392,45.494,0,52.886,0.1,1.602606061,0,0.224,1.378606061
Middle Fork Salmon,Sulphur Creek,1986,218,218,0.021,40.076,78.84,0,118.937,0.12,0.545582569,9.63E-05,0.183834862,0.361651376
Middle Fork Salmon,Sulphur Creek,1987,37,37,0.43,27.216,4.16,0,31.806,0.1,0.859621622,0.011621622,0.735567568,0.112432432
Middle Fork Salmon,Sulphur Creek,1988,303,303,1.944,5.68,112.332,0,119.956,0.08,0.395894389,0.006415842,0.018745875,0.370732673
Middle Fork Salmon,Sulphur Creek,1989,21,21,0.16,19.404,0,0,19.564,0.07,0.931619048,0.007619048,0.924,0
Middle Fork Salmon,Sulphur Creek,1990,86,86,0.264,0,1.24,0,1.504,0.1,0.017488372,0.003069767,0,0.014418605
Middle Fork Salmon,Sulphur Creek,1991,108,108,0,0.592,8.652,0,9.244,0.05,0.085592593,0,0.005481481,0.080111111
Middle Fork Salmon,Sulphur Creek,1992,10,10,0.168,18.368,16.668,6.363,41.567,0.05,4.1567,0.0168,1.8368,1.6668
Middle Fork Salmon,Sulphur Creek,1993,132,132,0.98,17.568,90.698,0,109.246,0.07,0.827621212,0.007424242,0.133090909,0.687106061
Middle Fork Salmon,Sulphur Creek,1994,0,0,1.764,3.939,0,0,5.703,0.06,NA,NA,NA,NA
Middle Fork Salmon,Sulphur Creek,1995,2,2,0,0,1.63,0,1.63,0.04,0.815,0,0,0.815
Middle Fork Salmon,Sulphur Creek,1996,28,28,0,7.67,2.666,0,10.336,0.06,0.369142857,0,0.273928571,0.095214286
Middle Fork Salmon,Sulphur Creek,1997,36,36,0.7,83.334,92.058,0,176.092,0.15,4.891444444,0.019444444,2.314833333,2.557166667
Middle Fork Salmon,Sulphur Creek,1998,101,101,0,108.942,183.54,0.105,292.587,0.13,2.89690099,0,1.078633663,1.817227723
Middle Fork Salmon,Sulphur Creek,1999,0,0,0,6.46,2.085,0.476,9.021,0.09,NA,NA,NA,NA
Middle Fork Salmon,Sulphur Creek,2000,10,10,0,12.585,11.9,0,24.485,0.11,2.4485,0,1.2585,1.19
Middle Fork Salmon,Sulphur Creek,2001,86,86,0.225,14.7,16.686,1.456,33.067,0.08,0.3845,0.002616279,0.170930233,0.194023256
Middle Fork Salmon,Sulphur Creek,2002,201,201,0.924,37.314,41.552,2.059,81.849,0.08,0.407208955,0.004597015,0.185641791,0.206726368
Middle Fork Salmon,Sulphur Creek,2003,190,190,0,10.752,31.666,0,42.418,0.09,0.223252632,0,0.056589474,0.166663158
Middle Fork Salmon,Sulphur Creek,2004,15,15,2.24,34.719,8.232,0,45.191,0.15,3.012733333,0.149333333,2.3146,0.5488
Middle Fork Salmon,Sulphur Creek,2005,28,28,2.556,36.407,8.96,3.591,51.514,0.09,1.839785714,0.091285714,1.30025,0.32
Middle Fork Salmon,Sulphur Creek,2006,54,54,4.41,103.04,72.504,0.328,180.282,0.15,3.338555556,0.081666667,1.908148148,1.342666667
Middle Fork Salmon,Sulphur Creek,2007,56,56,0,81.909,21.976,0,103.885,0.09,1.855089286,0,1.462660714,0.392428571
Middle Fork Salmon,Sulphur Creek,2008,71,71,12.996,17.712,14.19,0,44.898,0.11,0.632366197,0.183042254,0.249464789,0.199859155
Middle Fork Salmon,Sulphur Creek,2009,49,49,0.943,46.09,2.639,0,49.672,0.09,1.013714286,0.019244898,0.940612245,0.053857143
Middle Fork Salmon,Sulphur Creek,2010,112,112,49.72,197.925,10.829,0.301,258.775,0.12,2.310491071,0.443928571,1.7671875,0.0966875
Middle Fork Salmon,Sulphur Creek,2011,171,171,2.639,108.171,21.801,0,132.611,NA,0.775502924,0.015432749,0.632578947,0.127491228
Middle Fork Salmon,Sulphur Creek,2012,41,41,0,20.597,2.232,0,22.829,NA,0.556804878,0,0.502365854,0.054439024
Middle Fork Salmon,Sulphur Creek,2013,110,110,0.301,3.21,3,NA,6.511,NA,0.059190909,0.002736364,0.029181818,0.027272727
Middle Fork Salmon,Sulphur Creek,2014,203,203,0.558,72,NA,NA,72.558,NA,0.357428571,0.002748768,0.354679803,NA
Middle Fork Salmon,Sulphur Creek,2015,119,119,0,NA,NA,NA,NA,NA,NA,0,NA,NA
Middle Fork Salmon,Sulphur Creek,2016,43,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Fork Salmon,Sulphur Creek,2017,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Fork Salmon,Sulphur Creek,2018,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Snake,Tucannon River,1954,1159,1159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Snake,Tucannon River,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Snake,Tucannon River,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Snake,Tucannon River,1957,4311,4311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Snake,Tucannon River,1958,875,875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Snake,Tucannon River,1959,963,963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Snake,Tucannon River,1960,792,792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Snake,Tucannon River,1961,1582,1582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Snake,Tucannon River,1962,845,845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Snake,Tucannon River,1963,410,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Snake,Tucannon River,1964,1039,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Snake,Tucannon River,1965,486,486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Snake,Tucannon River,1966,1181,1181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Snake,Tucannon River,1967,817,817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Snake,Tucannon River,1968,345,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Snake,Tucannon River,1969,1039,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Snake,Tucannon River,1970,1055,1055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Snake,Tucannon River,1971,201,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Snake,Tucannon River,1972,385,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Snake,Tucannon River,1973,433,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Snake,Tucannon River,1974,345,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Snake,Tucannon River,1975,661,661,NA,NA,NA,NA,NA,0.043,NA,NA,NA,NA
Lower Snake,Tucannon River,1976,324,324,NA,NA,NA,NA,NA,0.032,NA,NA,NA,NA
Lower Snake,Tucannon River,1977,317,317,NA,NA,NA,NA,NA,0.066,NA,NA,NA,NA
Lower Snake,Tucannon River,1978,NA,NA,NA,NA,NA,NA,NA,0.085,NA,NA,NA,NA
Lower Snake,Tucannon River,1979,NA,NA,NA,NA,NA,0,NA,0.091,NA,NA,NA,NA
Lower Snake,Tucannon River,1980,624,624,NA,NA,201.55,0,NA,0.1,NA,NA,NA,0.322996795
Lower Snake,Tucannon River,1981,852,852,NA,494.145,59.4,0,NA,0.068,NA,NA,0.579982394,0.06971831
Lower Snake,Tucannon River,1982,624,624,0,376.64,150.59,0,527.23,0.08,0.844919872,0,0.603589744,0.241330128
Lower Snake,Tucannon River,1983,563,563,4.4,252.34,83.782,0,340.522,0.08,0.604834813,0.007815275,0.448206039,0.148813499
Lower Snake,Tucannon River,1984,586,586,4.07,161.653,64.155,0,229.878,0.135,0.392283276,0.006945392,0.275858362,0.109479522
Lower Snake,Tucannon River,1985,695,695,11.822,207.207,106.862,0,325.891,0.099,0.468907914,0.017010072,0.298139568,0.153758273
Lower Snake,Tucannon River,1986,440,440,1.911,342.138,68.162,0,412.211,0.121,0.936843182,0.004343182,0.777586364,0.154913636
Lower Snake,Tucannon River,1987,407,407,0,126.474,52.155,0,178.629,0.101,0.438891892,0,0.310746929,0.128144963
Lower Snake,Tucannon River,1988,257,257,2.364,244,146.265,0,392.629,0.079,1.5277393,0.009198444,0.949416342,0.569124514
Lower Snake,Tucannon River,1989,276,273,8.845,92.855,25.899,0,127.599,0.071,0.462315217,0.032047101,0.336431159,0.093836957
Lower Snake,Tucannon River,1990,572,449,5.88,71.101,18.009,0,94.99,0.095,0.166066434,0.01027972,0.124302448,0.031484266
Lower Snake,Tucannon River,1991,291,197,0,5.994,1.404,0,7.398,0.05,0.02542268,0,0.020597938,0.004824742
Lower Snake,Tucannon River,1992,476,305,2.997,114.309,13.94,0,131.246,0.05,0.275726891,0.006296218,0.240144958,0.029285714
Lower Snake,Tucannon River,1993,397,245,1.404,54.06,38.676,0,94.14,0.072,0.237128463,0.003536524,0.136171285,0.097420655
Lower Snake,Tucannon River,1994,97,97,0,5.324,2,0,7.324,0.057,0.075505155,0,0.054886598,0.020618557
Lower Snake,Tucannon River,1995,27,27,0,2,3.534,0,5.534,0.042,0.204962963,0,0.074074074,0.130888889
Lower Snake,Tucannon River,1996,152,117,0,47.802,4.928,0,52.73,0.057,0.346907895,0,0.314486842,0.032421053
Lower Snake,Tucannon River,1997,105,68,10.602,603.064,52.864,0,666.53,0.145,6.347904762,0.100971429,5.743466667,0.503466667
Lower Snake,Tucannon River,1998,60,44,8.008,165.76,119.316,0,293.084,0.12586598,4.884733333,0.133466667,2.762666667,1.9886
Lower Snake,Tucannon River,1999,160,4,5.376,122,5.72,0,133.096,0.093881579,0.83185,0.0336,0.7625,0.03575
Lower Snake,Tucannon River,2000,201,62,2.684,280.28,36.134,0,319.098,0.108,1.587552239,0.013353234,1.394427861,0.179771144
Lower Snake,Tucannon River,2001,769,616,0,164.633,9.945,0,174.578,0.079,0.227019506,0,0.214087126,0.01293238
Lower Snake,Tucannon River,2002,568,224,2.233,135.099,62.156,0,199.488,0.079,0.351211268,0.003931338,0.237850352,0.109429577
Lower Snake,Tucannon River,2003,329,244,7.956,94.956,53.46,0,156.372,0.088,0.475294833,0.024182371,0.288620061,0.162492401
Lower Snake,Tucannon River,2004,346,286,6.888,374.22,36.844,0,417.952,0.152,1.207953757,0.019907514,1.081560694,0.106485549
Lower Snake,Tucannon River,2005,252,203,58.32,504.944,3.794,0,567.058,0.089,2.250230159,0.231428571,2.003746032,0.015055556
Lower Snake,Tucannon River,2006,202,153,62.212,531.16,201.786,0,795.158,0.149,3.936425743,0.307980198,2.62950495,0.998940594
Lower Snake,Tucannon River,2007,211,164,7.046,367.752,29.718,0,404.516,0.087886959,1.917137441,0.033393365,1.742900474,0.140843602
Lower Snake,Tucannon River,2008,796,486,27.462,202.878,22.656,0,252.996,NA,0.317834171,0.0345,0.254871859,0.028462312
Lower Snake,Tucannon River,2009,1191,604,1.404,92.394,14.271,0,108.069,NA,0.090738035,0.001178841,0.077576826,0.011982368
Lower Snake,Tucannon River,2010,938,542,2.95,194.469,17.646,0,215.065,0.124,0.229280384,0.003144989,0.207323028,0.018812367
Lower Snake,Tucannon River,2011,849,597,4.26,151.202,36.366,0,191.828,0.62,0.225945819,0.005017668,0.178094229,0.042833922
Lower Snake,Tucannon River,2012,335,234,4.152,75.24,0,0,79.392,0.75,0.236991045,0.01239403,0.224597015,0
Lower Snake,Tucannon River,2013,170,118,2.394,36.015,0.377,NA,38.786,0.69,0.228152941,0.014082353,0.211852941,0.002217647
Lower Snake,Tucannon River,2014,294,213,12.985,28.652,NA,NA,41.637,0.71,0.141622449,0.044166667,0.097455782,NA
Lower Snake,Tucannon River,2015,523,173,0,NA,NA,NA,NA,NA,NA,0,NA,NA
Lower Snake,Tucannon River,2016,340,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Snake,Tucannon River,2017,249,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Snake,Tucannon River,2018,220,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Salmon,Valley Creek,1957,1431,1431,25.92,351.9,385.237,0,763.057,0.58,0.533233403,0.018113208,0.24591195,0.269208246
Upper Salmon,Valley Creek,1958,296,296,64.17,322.371,430.407,0,816.948,0.69,2.759959459,0.216790541,1.089091216,1.454077703
Upper Salmon,Valley Creek,1959,241,241,24.123,78.489,447.216,0,549.828,0.71,2.281443983,0.100095436,0.325680498,1.85566805
Upper Salmon,Valley Creek,1960,576,576,4.104,233.772,354.005,0,591.881,0.62,1.027571181,0.007125,0.405854167,0.614592014
Upper Salmon,Valley Creek,1961,1035,1035,45.738,304.234,603.231,0,953.203,0.64,0.920969082,0.044191304,0.293945894,0.582831884
Upper Salmon,Valley Creek,1962,731,731,42.761,432.117,696.652,0,1171.53,0.49,1.602640219,0.05849658,0.591131327,0.953012312
Upper Salmon,Valley Creek,1963,513,513,47.652,155.208,502.656,0,705.516,0.58,1.375274854,0.092888889,0.302549708,0.979836257
Upper Salmon,Valley Creek,1964,726,726,41.032,528,98.073,0,667.105,0.49,0.91887741,0.056517906,0.727272727,0.135086777
Upper Salmon,Valley Creek,1965,701,701,25.344,49.725,388.535,0,463.604,0.47,0.661346648,0.036154066,0.070934379,0.554258203
Upper Salmon,Valley Creek,1966,1083,1083,5.202,233.774,303.052,0,542.028,0.49,0.500487535,0.004803324,0.215857802,0.279826408
Upper Salmon,Valley Creek,1967,892,892,30.691,306.856,406.89,0,744.437,0.39,0.834570628,0.034406951,0.344008969,0.456154709
Upper Salmon,Valley Creek,1968,1056,1056,24.092,178.2,502.818,0,705.11,0.55,0.667717803,0.022814394,0.16875,0.476153409
Upper Salmon,Valley Creek,1969,153,153,8.91,40.182,276.738,0,325.83,0.61,2.129607843,0.058235294,0.262627451,1.808745098
Upper Salmon,Valley Creek,1970,653,653,0,173.712,602.259,0,775.971,0.41,1.188316998,0,0.26602144,0.922295559
Upper Salmon,Valley Creek,1971,634,634,11.55,120.741,69.575,0,201.866,0,0.318400631,0.018217666,0.190443218,0.109739748
Upper Salmon,Valley Creek,1972,594,594,0,36.455,89.404,0,125.859,0.01,0.211883838,0,0.061372054,0.150511785
Upper Salmon,Valley Creek,1973,543,543,8.97,118.482,871.2,0,998.652,0.36,1.839138122,0.016519337,0.218198895,1.60441989
Upper Salmon,Valley Creek,1974,462,462,9.114,96.8,85.921,0,191.835,0.18,0.415227273,0.019727273,0.20952381,0.18597619
Upper Salmon,Valley Creek,1975,723,723,0,14.445,16.224,0,30.669,0.04,0.042419087,0,0.019979253,0.022439834
Upper Salmon,Valley Creek,1976,115,115,6.634,8.944,14.943,0,30.521,0.03,0.2654,0.057686957,0.077773913,0.12993913
Upper Salmon,Valley Creek,1977,217,217,0.858,35.802,14.976,0,51.636,0.07,0.237953917,0.003953917,0.164986175,0.069013825
Upper Salmon,Valley Creek,1978,968,968,0.255,8.256,59.904,0,68.415,0.09,0.070676653,0.00026343,0.008528926,0.061884298
Upper Salmon,Valley Creek,1979,107,107,0.792,33.024,34.944,0,68.76,0.09,0.642616822,0.007401869,0.308635514,0.326579439
Upper Salmon,Valley Creek,1980,26,26,3.168,19.264,3.12,0,25.552,0.1,0.982769231,0.121846154,0.740923077,0.12
Upper Salmon,Valley Creek,1981,51,51,1.848,1.72,52.416,0,55.984,0.07,1.09772549,0.036235294,0.03372549,1.027764706
Upper Salmon,Valley Creek,1982,24,24,0.165,28.896,154.128,0,183.189,0.08,7.632875,0.006875,1.204,6.422
Upper Salmon,Valley Creek,1983,96,96,2.772,84.968,75.504,0,163.244,0.08,1.700458333,0.028875,0.885083333,0.7865
Upper Salmon,Valley Creek,1984,56,56,8.151,41.624,81.744,0,131.519,0.14,2.348553571,0.145553571,0.743285714,1.459714286
Upper Salmon,Valley Creek,1985,5,5,3.993,45.064,19.968,0,69.025,0.1,13.805,0.7986,9.0128,3.9936
Upper Salmon,Valley Creek,1986,84,84,4.323,11.008,8.112,0,23.443,0.12,0.279083333,0.051464286,0.131047619,0.096571429
Upper Salmon,Valley Creek,1987,247,247,1.056,4.472,11.232,0,16.76,0.1,0.067854251,0.004275304,0.018105263,0.045473684
Upper Salmon,Valley Creek,1988,121,121,0.429,6.192,46.299,0,52.92,0.08,0.437355372,0.003545455,0.051173554,0.382636364
Upper Salmon,Valley Creek,1989,131,131,0.594,14.396,15.96,0,30.95,0.07,0.236259542,0.004534351,0.10989313,0.121832061
Upper Salmon,Valley Creek,1990,32,32,0.305,8.016,0,0,8.321,0.1,0.26003125,0.00953125,0.2505,0
Upper Salmon,Valley Creek,1991,13,13,0.024,0,4.992,0,5.016,0.05,0.385846154,0.001846154,0,0.384
Upper Salmon,Valley Creek,1992,18,18,0,2.752,19.968,0,22.72,0.05,1.262222222,0,0.152888889,1.109333333
Upper Salmon,Valley Creek,1993,61,61,0.264,11.008,61.776,0,73.048,0.07,1.197508197,0.004327869,0.180459016,1.012721311
Upper Salmon,Valley Creek,1994,24,24,1.056,34.056,11.232,0,46.344,0.06,1.931,0.044,1.419,0.468
Upper Salmon,Valley Creek,1995,0,0,3.267,6.192,8.112,0,17.571,0.04,NA,NA,NA,NA
Upper Salmon,Valley Creek,1996,8,8,0.594,4.472,10.614,1.939,17.619,0.06,2.202375,0.07425,0.559,1.32675
Upper Salmon,Valley Creek,1997,32,32,0.429,159.558,131.575,3.874,295.436,0.15,9.232375,0.01340625,4.9861875,4.11171875
Upper Salmon,Valley Creek,1998,99,99,4.002,129.636,213.666,0,347.304,0.13,3.508121212,0.040424242,1.309454545,2.158242424
Upper Salmon,Valley Creek,1999,18,18,13.85,71.222,40.255,1.007,126.334,0.09,7.018555556,0.769444444,3.956777778,2.236388889
Upper Salmon,Valley Creek,2000,13,13,9.238,37.765,19.61,0,66.613,0.11,5.124076923,0.710615385,2.905,1.508461538
Upper Salmon,Valley Creek,2001,174,174,5.063,30.899,17.263,0,53.225,0.08,0.305890805,0.029097701,0.17758046,0.099212644
Upper Salmon,Valley Creek,2002,277,277,1.484,42.7,29.175,0,73.359,0.08,0.264833935,0.005357401,0.154151625,0.10532491
Upper Salmon,Valley Creek,2003,298,298,1.098,41.7,70.357,0,113.155,0.09,0.379714765,0.003684564,0.139932886,0.236097315
Upper Salmon,Valley Creek,2004,83,83,4.2,83.881,34.73,0,122.811,0.15,1.479650602,0.05060241,1.010614458,0.418433735
Upper Salmon,Valley Creek,2005,53,53,6.762,77.51,17.29,1.232,102.794,0.09,1.939509434,0.127584906,1.46245283,0.326226415
Upper Salmon,Valley Creek,2006,61,61,2.645,160.342,17.584,2.709,183.28,0.15,3.004590164,0.043360656,2.628557377,0.288262295
Upper Salmon,Valley Creek,2007,75,75,4.368,81.76,126.721,0,212.849,0.09,2.837986667,0.05824,1.090133333,1.689613333
Upper Salmon,Valley Creek,2008,161,161,11.312,171.57,39.3,0,222.182,0.11,1.380012422,0.07026087,1.065652174,0.244099379
Upper Salmon,Valley Creek,2009,115,115,0,62.88,67.6,0,130.48,0.09,1.134608696,0,0.546782609,0.587826087
Upper Salmon,Valley Creek,2010,182,182,28.82,257.4,29.253,0,315.473,0.12,1.733368132,0.158351648,1.414285714,0.160730769
